KEGG_Drug_ID,CanSmiles,class_index
D08103,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)[O-].[Na+],8
D08106,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,2
D08108,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,7
D08109,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C(C4=CC=C(C=C4)O)C(=O)O)OC)OC2)C(=O)O,6
D08111,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,2
D08113,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,7
D08114,C1CSC2=NC(CN21)C3=CC=CC=C3,10
D08115,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O,12
D08116,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,9
D08118,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl,11
D08119,C1CN(CCN1CC(CO)O)C2=CC=CC=C2,11
D08121,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,9
D08122,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2.Cl,9
D08130,CC(CC1=CC=CC=C1)NC(=O)C(CCCCN)N,9
D08131,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,2
D08133,[Li],9
D08134,[Li+].CC(=O)[O-],9
D08135,[Li+].[Br-],9
D08136,[Li+].C(C(C(C(C(C(=O)[O-])O)O)O)O)O,9
D08137,[Li+].[Li+].[O-]S(=O)(=O)[O-],9
D08139,C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N,12
D08140,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl,9
D08141,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl,9
D08142,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)Cl)CC(=O)[O-].C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)Cl)CC(=O)[O-].[Ca+2],8
D08143,C1CC(=C(N2C1C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,6
D08144,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,0
D08145,CN1CCN(CC1)C=C2C(=O)N3C(=N2)CN=C(C4=C3C=CC(=C4)[N+](=O)[O-])C5=CC=CC=C5Cl.CS(=O)(=O)O,9
D08146,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,2
D08147,CC12CC(C3C(C1CCC2(C(=O)OCCl)O)CCC4=CC(=O)C=CC34C)O,12
D08148,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl.Cl,9
D08149,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,8
D08155,CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC,2
D08157,CC1(CCC2CC(CC1N2C)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)C,9
D08160,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC,0
D08161,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4,11
D08162,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)[O-])Cl.[Na+],8
D08163,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,11
D08170,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,9
D08171,CC1(C2=CC=CC=C2C(=CCCN(C)C)C3=CC=CC=C31)C,9
D08172,CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F.Cl,9
D08173,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl.Cl,7
D08174,CC12CC3CC(C1)(CC(C3)(C2)N)C,9
D08177,CC1(CC(=O)C2=CC=CC=C2C1=O)S(=O)(=O)[O-].[Na+],1
D08179,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,10
D08180,CC(C)(CC1=CC=CC=C1)NC,2
D08181,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,9
D08182,CCC1(CCCCN(C1)C)C2=CC(=CC=C2)O,9
D08185,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O,6
D08186,CC1=NC=C(C(=C1O)CO)CO.C1CC(=O)NC1C(=O)O,0
D08187,CC(CC1=CC=CC=C1)NC,9
D08190,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)[O-].[Na+],9
D08191,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N=C)C(=O)[O-])C.[Na+],6
D08192,CC(C(C1=CC(=CC=C1)O)O)N,2
D08193,CC1=CC(=O)CC2C1(C3CCC4(C(C3CC2)CCC4O)C)C,0
D08194,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,2
D08195,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,9
D08199,C1N2CN3CN1CN(C2)C3.C1=CC(=C(C=C1S(=O)(=O)O)C(=O)O)O,6
D08201,CC(C(C1=C(C=CC(=C1)OC)OC)O)N,2
D08204,COC(=O)CCC(=O)CN,7
D08205,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N,2
D08207,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,4
D08209,CN1CCCC(C1)CC2C3=CC=CC=C3SC4=CC=CC=C24,9
D08212,CC(C)(COC(=O)N1CCN(CC1)C2=NC3=C(C(=C(C=C3C(=N2)N)OC)OC)OC)O,2
D08215,CC1=C(C(=CC=C1)C)OCC(C)N,2
D08216,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,9
D08217,CC(C)C1C2=C(CCC1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F,2
D08218,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)C(CC(=O)N)O)C)O)O)O,6
D08219,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CCC(O3)CNC)N)N)N)O,12
D08220,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,2
D08222,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,9
D08224,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,7
D08225,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC(=C(C=C3CC2C(=O)O)OC)OC,2
D08226,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,9
D08229,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,11
D08233,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,9
D08234,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O.CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O.C(C(C(=O)O)O)(C(=O)O)O,9
D08235,C1CCN2C(C1)NC(=O)C23CCN(CC3)CCCN4C5=CC=CC=C5CCC6=C4C=C(C=C6)Cl,9
D08236,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N,0
D08238,CCC1=NC(=C2C=C(C(=CC2=C1)OC)OC)CC3=CC=CC=C3.Cl,0
D08241,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CC3=CC=CC=C3C=C2)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8,5
D08242,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,6
D08243,C1=CC=C2C(=C1)C=CC(=C2O)N=NC(=O)N,2
D08244,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32,2
D08245,CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32,3
D08246,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,9
D08247,C=CCN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,13
D08248,C=CCN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O.Cl,13
D08254,C1CN(CC2=CC(=NN=C21)NN)C(=O)C3=CC=CC=C3,2
D08255,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,9
D08257,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,9
D08258,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3,9
D08259,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,6
D08262,[H+].[H+].[H+].[H+].[H+].[H+].CC1=NC=C(C(=C1[O-])CN(CCN(CC2=C(C(=NC=C2COP(=O)([O-])[O-])C)[O-])CC(=O)[O-])CC(=O)[O-])COP(=O)([O-])[O-].[Mn+2],13
D08263,C1CC(=O)NC1C(=O)[O-].C1CC(=O)NC1C(=O)[O-].[Mg+2],0
D08265,CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O.Br,8
D08266,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,0
D08267,CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O,8
D08270,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,2
D08271,CN1CC(CC2(C1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br.C(C(C(=O)O)O)(C(=O)O)O,2
D08273,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC(=O)C6=CN=CC=C6)OC3C(C=C4)OC(=O)C7=CN=CC=C7.Cl,9
D08275,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,8
D08276,CC1=NC=C(C(=N1)N)CNC(=O)N(CCCl)N=O,7
D08280,CCN(CC)CC1=NC=CN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3Cl,9
D08281,CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4C1=CC(=O)CC4,4
D08283,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,9
D08284,C1=CC(=C(C=C1C(CN)O)O)O.Cl,2
D08285,CCCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C#C,4
D08286,C1=CC(=CC(=C1)O)C(CN)O,2
D08288,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,9
D08289,CCCCCCCCN=C1C=CN(C=C1)CCCCCCCCCCN2C=CC(=NCCCCCCCC)C=C2,11
D08295,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)O)C(=O)O)C(=O)O)O,0
D08297,C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO,9
D08300,CC(C)NCC(C1=CC(=CC(=C1)O)O)O,11
D08301,CC1(C(C(C2=C(O1)C=C(C=C2)OC)C3=CC=C(C=C3)OCCN4CCCC4)C5=CC=CC=C5)C,4
D08306,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,6
D08307,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,6
D08310,CCC(CC)(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC,11
D08311,CC(C)(CC1=CC=CC=C1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC2=CC=CC=C2.Cl,2
D08312,CN(C)CCC=C1C2=CC=CC=C2OCC3=C1OC4=CC=CC=C34,9
D08316,CCN(CC)CCC1=NC(=NO1)C2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,11
D08317,CCN(CC)CCC1=NC(=NO1)C2=CC=CC=C2.OP(=O)(O)O,11
D08318,CC(C)NCC(COC1=CC=CC=C1OCC=C)O,2
D08321,CC(C(C1=CC=CC=C1)O)NCCC(=O)C2=CC(=CC=C2)OC,2
D08323,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,9
D08325,CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O,0
D08326,C1=CC=C2C(=C1)C(C(=O)N2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,0
D08330,CC(C)(C(C(=O)O)N)S.Cl,8
D08334,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2,11
D08335,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2.Cl,11
D08337,COC1=C(C2=C(C=CC(O2)C3CC3)C(=C1)CC4=CN=C(N=C4N)N)OC,6
D08339,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,9
D08340,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,2
D08341,CCCCCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,9
D08342,CCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,9
D08343,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,9
D08346,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N,4
D08349,C1=CC=C(C=C1)CCNN,9
D08350,CC(C(=O)NC1C2N(C1=O)C(C(S2)(C)C)C(=O)O)OC3=CC=CC=C3,6
D08351,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,0
D08352,C1=CC=C(C=C1)CCN=C(N)N=C(N)N.Cl,0
D08353,CN1CCC2=C(C1)C(C3=CC=CC=C23)C4=CC=CC=C4,11
D08354,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,1
D08356,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2.CCNCC,9
D08357,CC(=CC1C(C1(C)C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C,10
D08358,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,2
D08360,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)[O-])C.CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)[O-])C.O.O.O.O.[Ca+2],6
D08363,CCCCC1=C(N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)[O-].CCCCC1=C(N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)[O-].[Ca+2],8
D08364,CCCC[C-]1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3.[Na+],8
D08368,CC(C(C1=CC=CC=C1)O)N,11
D08369,C1=C(C=C(C=C1O)OP(=O)(O)O)O,0
D08374,CC1=CC(=NC=C1)NC(=O)C(C)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3,8
D08375,CC1=CC(=NC=C1)NC(=O)C(C)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3.Cl,8
D08378,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,0
D08379,CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O,6
D08380,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,6
D08381,C1CNCCN1.O.O.O.O.O.O,10
D08382,CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3,0
D08385,CN(C)S(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO,9
D08386,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)OC6CCCCO6.Cl,7
D08387,CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O,11
D08389,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,0
D08390,CC1=NC=C(C(=C1O)CO)COC(=O)CCC(=O)OCCN(C)C.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,9
D08396,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCOC(=O)C(C)(C)C)C,6
D08397,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1.C(C(C(=O)O)O)C(=O)O,9
D08405,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,9
D08408,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5,11
D08410,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,2
D08411,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,2
D08417,C1CCN(CC1)CCC2=NC(=NO2)CC(C3=CC=CC=C3)C4=CC=CC=C4.Cl,11
D08418,C1CCN(CC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,8
D08419,C1CCN(CC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)O.Cl,8
D08420,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,10
D08421,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,2
D08423,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,7
D08424,CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C,11
D08425,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O,9
D08426,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31,9
D08427,CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CC1)CCOC(=O)CC2=C(N(C3=C2C=C(C=C3)OC)C(=O)C4=CC=C(C=C4)Cl)C)NC(=O)C5=CC=CC=C5,8
D08428,CC(C)N=C(N)N=C(N)NC1=CC=C(C=C1)Cl,10
D08430,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,9
D08431,CCC(=O)C1(CCC2C1(CCC3=C4CCC(=O)C=C4CCC23)C)C,4
D08434,CCN(CC)CC(=O)OC1=CC=C(C=C1)NC(=O)C.Cl,9
D08435,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,2
D08438,CCC(C(=O)NC1C2N(C1=O)C(C(S2)(C)C)C(=O)O)OC3=CC=CC=C3,6
D08439,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)N(C)C.C(=CC(=O)O)C(=O)O,9
D08440,CCC(=O)[O-].[Na+],12
D08441,CCCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OC3CCN(CC3)C,4
D08443,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2
D08446,CN(C)CCCN1C2=CC=CC=C2SC3=C1N=CC=C3.Cl,9
D08447,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,9
D08448,CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N,12
D08449,CC(C(C1=CC=CC=C1)O)NC,11
D08451,CN1CCCN=C1C=CC2=CC=CS2,10
D08453,CN(CC#C)CC1=CC=CC=C1,2
D08454,CC1=NC=C(C(=C1O)CO)CO,0
D08456,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,9
D08457,CCCN1CC(CC2C1CC3=C(C2)C(=CC=C3)O)NS(=O)(=O)N(CC)CC.Cl,4
D08458,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2
D08459,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2
D08460,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,10
D08461,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.Cl.Cl,10
D08462,CCCCC1=CC2=CC=CC=C2C(=N1)OCCN(C)C,3
D08463,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,0
D08464,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2,0
D08465,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,4
D08468,C(C1=C(SC(=C1C#N)N(CC(=O)O)CC(=O)O)C(=O)O)C(=O)O.[Sr].[Sr],8
D08469,C#CCNC1CCC2=CC=CC=C12,9
D08472,CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3,9
D08473,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,9
D08474,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCNCC(C3=CC(=CC(=C3)O)O)O,11
D08478,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)O)O)O)N,6
D08479,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C.[Na],6
D08482,C1CC1C(C2CC2)NC3=NCCO3,2
D08483,CC(C12CC3CC(C1)CC(C3)C2)N,6
D08484,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,8
D08485,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,9
D08489,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,9
D08490,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,9
D08491,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,0
D08492,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,2
D08494,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)CO,0
D08495,CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,0
D08496,CN1CCN(CC1)C2=C(C=C3C4=C2SCCN4C=C(C3=O)C(=O)O)F.Cl,6
D08497,CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2.C(=CC(=O)O)C(=O)O,11
D08499,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,2
D08501,C1=CC=C(C(=C1)C(=O)O)O.C(CO)N(CCO)CCO,3
D08504,[H+].[H+].[H+].[H+].[H+].C(CN(CP(=O)([O-])[O-])CP(=O)([O-])[O-])N(CP(=O)([O-])[O-])CP(=O)([O-])[O-].[Sm+3],13
D08505,CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O,0
D08512,C=CCN.C1C(O1)CCl,13
D08513,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,0
D08514,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,4
D08515,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,0
D08516,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,0
D08517,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2.[Na],2
D08520,CC1=CCC(CC1O)C(C)(C)O,11
D08521,O.O.[O-]S(=O)(=O)[S-].[O-]S(=O)(=O)[S-].[Na+].[Na+].[Na+].[Au+],8
D08522,C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5,4
D08524,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,7
D08525,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,2
D08526,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O,6
D08529,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3(CC2C(=O)O)SCCS3,2
D08532,C1CC(=O)NC1=O,4
D08533,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C,6
D08534,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)O)C(=O)O)C,6
D08535,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,3
D08538,COC1=NC(=NC(=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N)OC.[Na+],6
D08539,CC1=CC(=NC(=N1)[N-]S(=O)(=O)C2=CC=C(C=C2)N)C.[Na+],6
D08540,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N.[Na],6
D08548,C1=CC(=C(C=C1C2(C3=C(C(=C(C(=C3Br)Br)Br)Br)C(=O)O2)C4=CC(=C(C=C4)O)S(=O)(=O)O)S(=O)(=O)O)O,13
D08549,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)CC)OC,9
D08552,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,7
D08554,CC(C)C(CCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)O,3
D08555,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,9
